episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,policy_reward_min/shared_policy,policy_reward_max/shared_policy,policy_reward_mean/shared_policy,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_shared_policy_reward,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/shared_policy/learner_stats/allreduce_latency,info/learner/shared_policy/learner_stats/cur_kl_coeff,info/learner/shared_policy/learner_stats/cur_lr,info/learner/shared_policy/learner_stats/total_loss,info/learner/shared_policy/learner_stats/policy_loss,info/learner/shared_policy/learner_stats/vf_loss,info/learner/shared_policy/learner_stats/vf_explained_var,info/learner/shared_policy/learner_stats/kl,info/learner/shared_policy/learner_stats/entropy,info/learner/shared_policy/learner_stats/entropy_coeff
-400.0,-600.0,-476.1904761904762,10001.0,2,1,220000,0,440000,False,21,11,45c19_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_10-08-47,1704420527,202.50970029830933,2174.9043481349945,2212,DESKTOP-CC49RT1,127.0.0.1,2174.9043481349945,0,11,-300.0,-200.0,-238.0952380952381,"[-600.0, -600.0, -600.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -400.0, -400.0, -400.0, -600.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0]",0.24815722339956847,1.1597740352595256,0.06368429604784984,8.080865039985868,0.0,200219.007,99.891,0.406,49301251.837,1206.366,16578.716,1.681,220000,440000,220000,440000,28.34335664335665,75.42412587412588,0.0,0.0001953125,0.0005,116.73458709716797,-4.3857507664135655e-05,116.76681671142578,0.0010924816131591796,3.523552584477896e-06,3.2184624671936035,0.01
-400.0,-600.0,-469.5652173913044,10001.0,2,1,240000,0,480000,False,23,12,45c19_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_10-12-11,1704420731,203.61762237548828,2378.521970510483,2212,DESKTOP-CC49RT1,127.0.0.1,2378.521970510483,0,12,-300.0,-200.0,-234.7826086956522,"[-600.0, -600.0, -600.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -400.0, -400.0, -400.0, -600.0, -400.0, -400.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0]",0.24952514834170134,1.164861357180739,0.06389190191416236,8.098384172956544,0.0,201876.249,99.071,0.402,49692601.149,1180.924,16935.884,1.631,240000,480000,240000,480000,30.84479166666667,75.03020833333333,0.0,9.765625e-05,0.0005,88.08983764648437,-1.4604940398932343e-05,88.12204284667969,0.000633072853088379,3.7046385394444435e-06,3.2185752391815186,0.01
-400.0,-600.0,-472.0,10001.0,2,1,260000,0,520000,False,25,13,45c19_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_10-15-28,1704420928,197.94809365272522,2576.470064163208,2212,DESKTOP-CC49RT1,127.0.0.1,2576.470064163208,0,13,-300.0,-200.0,-236.0,"[-600.0, -600.0, -600.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -400.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -600.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0]",0.250672849899859,1.1692028556753977,0.06407864863527067,8.112936320317088,0.0,201965.749,99.027,0.402,49719108.582,1176.96,16992.932,1.727,260000,520000,260000,520000,28.347142857142856,75.40357142857142,0.0,4.8828125e-05,0.0005,111.87057189941406,-2.6877509013283756e-05,111.90277709960938,0.001175236701965332,3.4268369295986647e-06,3.218503999710083,0.01
-400.0,-600.0,-474.0740740740741,10001.0,2,1,280000,0,560000,False,27,14,45c19_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_10-18-49,1704421129,200.44588327407837,2776.9159474372864,2212,DESKTOP-CC49RT1,127.0.0.1,2776.9159474372864,0,14,-300.0,-200.0,-237.03703703703704,"[-600.0, -600.0, -600.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -400.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0, -600.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0]",0.251723108829346,1.1730696474657887,0.06424643581716616,8.125715000067412,0.0,200381.494,99.81,0.35,57127540.18,1172.201,17061.922,1.727,280000,560000,280000,560000,28.4362676056338,76.32077464788732,0.0,2.44140625e-05,0.0005,119.13286437988282,-2.75972083667142e-05,119.16507873535156,0.0007071375846862793,3.4490751386728745e-06,3.2183087348937987,0.01
-400.0,-600.0,-475.86206896551727,10001.0,2,1,300000,0,600000,False,29,15,45c19_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_10-22-19,1704421339,209.59597897529602,2986.5119264125824,2212,DESKTOP-CC49RT1,127.0.0.1,2986.5119264125824,0,15,-300.0,-200.0,-237.93103448275863,"[-600.0, -600.0, -600.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -400.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0, -600.0, -600.0, -400.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0]",0.2528038042773255,1.1770987794074537,0.0644100160518629,8.138442958368802,0.0,201651.23,99.181,0.4,50039417.8,1168.781,17111.842,1.774,300000,600000,300000,600000,32.88986486486487,76.54864864864865,0.0,1.220703125e-05,0.0005,115.02005767822266,-4.915012312993739e-05,115.05228881835937,0.0019644498825073242,4.553439744015009e-06,3.218251132965088,0.01
-400.0,-600.0,-483.8709677419355,10001.0,2,1,320000,0,640000,False,31,16,45c19_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_10-25-35,1704421535,196.33799576759338,3182.849922180176,2212,DESKTOP-CC49RT1,127.0.0.1,3182.849922180176,0,16,-300.0,-200.0,-241.93548387096774,"[-600.0, -600.0, -600.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -400.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0, -600.0, -600.0, -400.0, -600.0, -600.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0]",0.2537170880297236,1.1805499607060566,0.06454749756623497,8.149090290479336,0.0,200523.652,99.739,0.4,50045388.378,1150.928,17377.28,1.724,320000,640000,320000,640000,27.05162454873646,76.30072202166065,0.0,6.103515625e-06,0.0005,173.82366027832032,-4.425500873761479e-05,173.8558776855469,0.00041501522064208985,5.694199087180607e-06,3.2181907176971434,0.01
-200.0,-600.0,-478.7878787878788,10001.0,2,1,340000,0,680000,False,33,17,45c19_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_10-28-53,1704421733,198.21766710281372,3381.0675892829895,2212,DESKTOP-CC49RT1,127.0.0.1,3381.0675892829895,0,17,-300.0,-100.0,-239.3939393939394,"[-600.0, -600.0, -600.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -400.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0, -600.0, -600.0, -400.0, -600.0, -600.0, -600.0, -200.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -100.0, -100.0]",0.2545069320261473,1.1836273471910599,0.06466719825837557,8.158291670664294,0.0,199800.904,100.1,0.4,50045388.378,1156.93,17287.135,1.575,340000,680000,340000,680000,28.39786476868327,76.18505338078292,0.0,3.0517578125e-06,0.0005,155.67696533203124,-3.967645745257542e-05,155.70918884277344,0.0008949756622314454,6.718812463413215e-06,3.218251276016235,0.01
-200.0,-600.0,-485.7142857142857,10001.0,2,1,360000,0,720000,False,35,18,45c19_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_10-32-11,1704421931,197.5560429096222,3578.6236321926117,2212,DESKTOP-CC49RT1,127.0.0.1,3578.6236321926117,0,18,-300.0,-100.0,-242.85714285714286,"[-600.0, -600.0, -600.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -400.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0, -600.0, -600.0, -400.0, -600.0, -600.0, -600.0, -200.0, -600.0, -600.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -100.0, -100.0, -300.0, -300.0, -300.0, -300.0]",0.25519582379523414,1.1862805462545274,0.06476579265644451,8.166336195526858,0.0,200435.204,99.783,0.4,50042402.911,1160.746,17230.296,1.627,360000,720000,360000,720000,27.755913978494622,76.14802867383511,0.0,1.52587890625e-06,0.0005,107.87366027832032,-6.30237954447388e-05,107.9059066772461,0.0009748339653015137,8.118316983463103e-06,3.2182895660400392,0.01
-200.0,-600.0,-481.0810810810811,10001.0,2,1,380000,0,760000,False,37,19,45c19_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_10-35-32,1704422132,201.57181072235107,3780.1954429149628,2212,DESKTOP-CC49RT1,127.0.0.1,3780.1954429149628,0,19,-300.0,-100.0,-240.54054054054055,"[-600.0, -600.0, -600.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -400.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0, -600.0, -600.0, -400.0, -600.0, -600.0, -600.0, -200.0, -600.0, -600.0, -400.0, -400.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -100.0, -100.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0]",0.25584568015252607,1.1887251391871112,0.06485903810509132,8.173796664638425,0.0,200688.314,99.657,0.35,57150892.492,1128.305,17725.71,1.683,380000,760000,380000,760000,29.11438596491228,76.74842105263158,0.0,7.62939453125e-07,0.0005,131.96209716796875,-3.230991372169534e-05,131.9943115234375,0.0014638900756835938,5.745891192704411e-06,3.21803994178772,0.01
-200.0,-600.0,-482.05128205128204,10001.0,2,1,400000,0,800000,False,39,20,45c19_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_10-38-48,1704422328,195.9644627571106,3976.1599056720734,2212,DESKTOP-CC49RT1,127.0.0.1,3976.1599056720734,0,20,-300.0,-100.0,-241.02564102564102,"[-600.0, -600.0, -600.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -400.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0, -600.0, -600.0, -400.0, -600.0, -600.0, -600.0, -200.0, -600.0, -600.0, -400.0, -400.0, -400.0, -600.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -100.0, -100.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0]",0.25639820777754313,1.190788911524806,0.06493335322813547,8.180292420856773,0.0,200412.717,99.794,0.347,57586380.174,1121.564,17832.236,1.681,400000,800000,400000,800000,25.912635379061374,76.73574007220216,0.0,3.814697265625e-07,0.0005,110.49062957763672,-2.528833428172561e-05,110.52283782958985,0.0018018841743469237,7.073368243837308e-06,3.2181575298309326,0.01
-200.0,-600.0,-487.8048780487805,10001.0,2,1,420000,0,840000,False,41,21,45c19_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_10-42-07,1704422527,198.28789591789246,4174.447801589966,2212,DESKTOP-CC49RT1,127.0.0.1,4174.447801589966,0,21,-300.0,-100.0,-243.90243902439025,"[-600.0, -600.0, -600.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -400.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0, -600.0, -600.0, -400.0, -600.0, -600.0, -600.0, -200.0, -600.0, -600.0, -400.0, -400.0, -400.0, -600.0, -600.0, -600.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -100.0, -100.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -300.0, -300.0]",0.25688486068637867,1.1926456869530777,0.06499858791044488,8.186107666491948,0.0,200017.981,99.991,0.347,57586380.174,1088.98,18365.81,1.479,420000,840000,420000,840000,27.53964285714286,76.47535714285713,0.0,1.9073486328125e-07,0.0005,98.00875091552734,-3.901206032024263e-05,98.040966796875,0.0017111063003540038,5.018375949550347e-06,3.218026638031006,0.01
-200.0,-600.0,-488.3720930232558,10001.0,2,1,440000,0,880000,False,43,22,45c19_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_10-45-32,1704422732,204.8536388874054,4379.301440477371,2212,DESKTOP-CC49RT1,127.0.0.1,4379.301440477371,0,22,-300.0,-100.0,-244.1860465116279,"[-600.0, -600.0, -600.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -400.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0, -600.0, -600.0, -400.0, -600.0, -600.0, -600.0, -200.0, -600.0, -600.0, -400.0, -400.0, -400.0, -600.0, -600.0, -600.0, -400.0, -600.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -100.0, -100.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0]",0.2573616889508234,1.1945002895146473,0.06506497881474789,8.191782720870094,0.0,200070.734,99.965,0.347,57566620.917,1124.645,17783.391,1.576,440000,880000,440000,880000,31.00931034482759,76.64379310344827,0.0,9.5367431640625e-08,0.0005,120.9737533569336,-3.856773328765328e-05,121.00597229003907,0.0031258106231689454,4.748605575222164e-06,3.217552995681763,0.01
-200.0,-600.0,-488.8888888888889,10001.0,2,1,460000,0,920000,False,45,23,45c19_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_10-48-53,1704422933,201.71046805381775,4581.011908531189,2212,DESKTOP-CC49RT1,127.0.0.1,4581.011908531189,0,23,-300.0,-100.0,-244.44444444444446,"[-600.0, -600.0, -600.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -400.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0, -600.0, -600.0, -400.0, -600.0, -600.0, -600.0, -200.0, -600.0, -600.0, -400.0, -400.0, -400.0, -600.0, -600.0, -600.0, -400.0, -600.0, -400.0, -600.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -100.0, -100.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -300.0, -300.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0]",0.25780706223411,1.1962303145060118,0.0651270943600792,8.197164625323925,0.0,200494.701,99.753,0.347,57570571.683,1113.383,17963.278,1.48,460000,920000,460000,920000,29.687017543859646,76.85894736842106,0.0,4.76837158203125e-08,0.0005,95.22677307128906,-6.880998701097596e-06,95.25895538330079,0.004039788246154785,7.886399973727753e-06,3.2176601886749268,0.01
