episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,policy_reward_min/shared_policy,policy_reward_max/shared_policy,policy_reward_mean/shared_policy,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_shared_policy_reward,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,info/num_steps_trained_this_iter,perf/cpu_util_percent,perf/ram_util_percent,info/learner/shared_policy/learner_stats/allreduce_latency,info/learner/shared_policy/learner_stats/cur_kl_coeff,info/learner/shared_policy/learner_stats/cur_lr,info/learner/shared_policy/learner_stats/total_loss,info/learner/shared_policy/learner_stats/policy_loss,info/learner/shared_policy/learner_stats/vf_loss,info/learner/shared_policy/learner_stats/vf_explained_var,info/learner/shared_policy/learner_stats/kl,info/learner/shared_policy/learner_stats/entropy,info/learner/shared_policy/learner_stats/entropy_coeff
-400.0,-400.0,-400.0,10001.0,1,1,1020000,0,2040000,False,99,51,0feef_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_15-24-47,1704439487,183.9173243045807,10223.732230901718,13632,DESKTOP-CC49RT1,127.0.0.1,183.9173243045807,0,1,-200.0,-200.0,-200.0,[-400.0],[10001],"[-200.0, -200.0]",0.2009551660173339,1.0684875421336661,0.05847482369915318,7.771173135488429,0.0,182484.841,109.598,0.992,20164923.077,1488.007,13440.799,2.475,1020000,2040000,1020000,2040000,0,22.302681992337163,78.54482758620688,0.0,0.2,1e-10,251.33592224121094,-0.00012169038896332473,251.36814880371094,0.011518371105194092,6.173485284790558e-05,3.212654399871826,0.01
-400.0,-600.0,-466.6666666666667,10001.0,2,1,1040000,0,2080000,False,101,52,0feef_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_15-28-03,1704439683,196.1626214981079,10419.894852399826,13632,DESKTOP-CC49RT1,127.0.0.1,380.0799458026886,0,2,-300.0,-200.0,-233.33333333333334,"[-400.0, -600.0, -400.0]","[10001, 10001, 10001]","[-200.0, -200.0, -300.0, -300.0, -200.0, -200.0]",0.22814245310730227,1.1134686465271992,0.06070912051457569,7.909546697551764,0.0,189580.342,105.496,0.496,40329846.154,1246.947,16039.178,3.221,1040000,2080000,1040000,2080000,0,31.504332129963895,85.86101083032491,0.0,0.1,1e-10,95.79944305419922,-4.4396649262479215e-05,95.8316162109375,0.018495547771453857,1.672784174389097e-05,3.213383340835571,0.01
-400.0,-600.0,-440.0,10001.0,2,1,1060000,0,2120000,False,103,53,0feef_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_15-31-29,1704439889,205.33189725875854,10625.226749658585,13632,DESKTOP-CC49RT1,127.0.0.1,585.4118430614471,0,3,-300.0,-200.0,-220.0,"[-400.0, -600.0, -400.0, -400.0, -400.0]","[10001, 10001, 10001, 10001, 10001]","[-200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]",0.23767530674835888,1.1398983104375442,0.06180650153412502,8.017508788979216,0.0,194791.538,102.674,0.331,60494769.231,1216.368,16442.396,2.634,1060000,2120000,1060000,2120000,0,31.742413793103445,90.73137931034482,0.0,0.05,1e-10,124.59313049316407,-3.88496736765942e-05,124.62531127929688,0.017391455173492432,1.2392409665240578e-05,3.2142629623413086,0.01
-400.0,-600.0,-457.14285714285717,10001.0,2,1,1080000,0,2160000,False,105,54,0feef_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_15-34-54,1704440094,205.42867040634155,10830.655420064926,13632,DESKTOP-CC49RT1,127.0.0.1,790.8405134677887,0,4,-300.0,-200.0,-228.57142857142858,"[-400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0]",0.24362064838297726,1.1549540668834748,0.06239541721475197,8.095009788565395,0.0,197455.899,101.288,0.248,80659692.308,1203.675,16615.777,2.348,1080000,2160000,1080000,2160000,0,28.73551724137931,91.42275862068965,0.0,0.025,1e-10,115.36582489013672,-4.8417281947332744e-05,115.39801177978515,0.016087377071380617,1.6610553525453485e-05,3.213990831375122,0.01
-400.0,-600.0,-466.6666666666667,10001.0,2,1,1100000,0,2200000,False,107,55,0feef_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_15-39-46,1704440386,291.49733543395996,11122.152755498886,13632,DESKTOP-CC49RT1,127.0.0.1,1082.3378489017487,0,5,-300.0,-200.0,-233.33333333333334,"[-400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0]",0.2533387336500924,1.190349201945041,0.06385844362199532,8.311716558425369,0.0,216276.311,92.474,0.198,100824615.385,1188.129,16833.183,2.369,1100000,2200000,1100000,2200000,0,56.03082524271844,90.40922330097087,0.0,0.0125,1e-10,85.246875,-4.3425379689754354e-05,85.27906951904296,0.012212467193603516,1.235069096972019e-05,3.214911699295044,0.01
-400.0,-600.0,-472.72727272727275,10001.0,2,1,1120000,0,2240000,False,109,56,0feef_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_15-45-02,1704440702,315.80884861946106,11437.961604118347,13632,DESKTOP-CC49RT1,127.0.0.1,1398.1466975212097,0,6,-300.0,-200.0,-236.36363636363637,"[-400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0]",0.2636235210649346,1.2337506960452655,0.06565459298471576,8.572932418722333,0.0,232767.924,85.922,0.248,80646768.146,1279.689,15628.8,2.14,1120000,2240000,1120000,2240000,0,60.5476404494382,89.50044943820225,0.0,0.00625,1e-10,147.91101684570313,-6.183067338541015e-05,147.943212890625,0.02028374671936035,2.398754527357383e-05,3.2136003971099854,0.01
-400.0,-600.0,-461.53846153846155,10001.0,2,1,1140000,0,2280000,False,111,57,0feef_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_15-49-54,1704440994,292.77872228622437,11730.740326404572,13632,DESKTOP-CC49RT1,127.0.0.1,1690.925419807434,0,7,-300.0,-200.0,-230.76923076923077,"[-400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0]",0.27357569223118267,1.2723086947206137,0.06724643658711134,8.807661879844902,0.0,241425.978,82.841,0.283,70568748.948,1266.083,15796.757,1.976,1140000,2280000,1140000,2280000,0,56.996852300242125,86.0956416464891,0.0,0.003125,1e-10,126.82533111572266,-5.6492032395993874e-05,126.85751953125,0.018998754024505616,2.2107809982485628e-05,3.213562774658203,0.01
-400.0,-600.0,-466.6666666666667,10001.0,2,1,1160000,0,2320000,False,113,58,0feef_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_15-53-18,1704441198,203.19556665420532,11933.935893058777,13632,DESKTOP-CC49RT1,127.0.0.1,1894.1209864616394,0,8,-300.0,-200.0,-233.33333333333334,"[-400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0]",0.2800635374561062,1.296980993912346,0.06831088212033729,8.952565340028615,0.0,236661.286,84.509,0.248,80649998.798,1245.652,16055.854,2.036,1160000,2320000,1160000,2320000,0,29.381533101045296,83.51498257839722,0.0,0.0015625,1e-10,82.08695526123047,-1.2418537007885532e-05,82.11911163330078,0.01986898183822632,1.3196390605374475e-05,3.214418077468872,0.01
-400.0,-600.0,-458.8235294117647,10001.0,2,1,1180000,0,2360000,False,115,59,0feef_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_15-56-41,1704441401,203.5060212612152,12137.441914319992,13632,DESKTOP-CC49RT1,127.0.0.1,2097.6270077228546,0,9,-300.0,-200.0,-229.41176470588235,"[-400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]",0.2844966142131886,1.313372732316467,0.06900447396965675,9.04496298406959,0.0,232988.378,85.841,0.22,90731248.648,1223.368,16348.312,1.972,1180000,2360000,1180000,2360000,0,30.527430555555554,82.2704861111111,0.0,0.00078125,1e-10,81.31721954345703,-4.6013859820970283e-05,81.34940643310547,0.026862144470214844,3.085601739751809e-05,3.2134053230285646,0.01
-400.0,-600.0,-452.63157894736844,10001.0,2,1,1200000,0,2400000,False,117,60,0feef_00000,21a42826982943e18dfdcdb4cf7e69e5,2024-01-05_16-00-04,1704441604,202.40761923789978,12339.849533557892,13632,DESKTOP-CC49RT1,127.0.0.1,2300.0346269607544,0,10,-300.0,-200.0,-226.31578947368422,"[-400.0, -600.0, -400.0, -400.0, -400.0, -600.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -600.0, -400.0, -400.0, -400.0, -400.0, -400.0]","[10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001, 10001]","[-200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -300.0, -300.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0, -200.0]",0.2875565148250271,1.3245010142322877,0.06950372252994623,9.104149015708362,0.0,229921.812,86.986,0.198,100812498.498,1216.304,16443.26,1.921,1200000,2400000,1200000,2400000,0,29.894755244755242,81.66503496503496,0.0,0.000390625,1e-10,100.32386627197266,-5.418438070865505e-05,100.3560562133789,0.01420828104019165,3.2834915771475305e-05,3.2134085178375242,0.01
